date,value
2023-03-07,3823
2023-03-08,3838
2023-03-09,3798
2023-03-10,3918
2023-03-11,3841
2023-03-12,3879
2023-03-13,3871
2023-03-14,3824
2023-03-15,3785
2023-03-16,3828
2023-03-17,3836
2023-03-18,3912
2023-03-19,3855
2023-03-20,3921
2023-03-21,3778
2023-03-22,3873
2023-03-23,3858
2023-03-24,3963
2023-03-25,4055
2023-03-26,4183
2023-03-27,4029
2023-03-28,3783
2023-03-29,3874
2023-03-30,3899
2023-03-31,3894
2023-04-01,3988
2023-04-02,3957
2023-04-03,4032
2023-04-04,4026
2023-04-05,3918
2023-04-06,3939
2023-04-07,3871
2023-04-08,3971
2023-04-09,4050
2023-04-10,4016
2023-04-11,4040
2023-04-12,3959
2023-04-13,4002
2023-04-14,4091
2023-04-15,4035
2023-04-16,4089
2023-04-17,4186
2023-04-18,4058
2023-04-19,3966
2023-04-20,3930
2023-04-21,3973
2023-04-22,4176
2023-04-23,4069
2023-04-24,4133
2023-04-25,4081
2023-04-26,3991
2023-04-27,4093
2023-04-28,4186
2023-04-29,4228
2023-04-30,4203
2023-05-01,4162
2023-05-02,4117
2023-05-03,4162
2023-05-04,4087
2023-05-05,4334
2023-05-06,4047
2023-05-07,4042
2023-05-08,4030
2023-05-09,4239
2023-05-10,4100
2023-05-11,4063
2023-05-12,4110
2023-05-13,4140
2023-05-14,4279
2023-05-15,4301
2023-05-16,4237
2023-05-17,4150
2023-05-18,4182
2023-05-19,4188
2023-05-20,4327
2023-05-21,4267
2023-05-22,4312
2023-05-23,4201
2023-05-24,4087
2023-05-25,4272
2023-05-26,4228
2023-05-27,4297
2023-05-28,4314
2023-05-29,4192
2023-05-30,4278
2023-05-31,4228
2023-06-01,4179
2023-06-02,4209
2023-06-03,4374
2023-06-04,4288
2023-06-05,4355
2023-06-06,4184
2023-06-07,4163
2023-06-08,4304
2023-06-09,4376
2023-06-10,4353
2023-06-11,4387
2023-06-12,4407
2023-06-13,4268
2023-06-14,4344
2023-06-15,4179
2023-06-16,4347
2023-06-17,4303
2023-06-18,4424
2023-06-19,4384
2023-06-20,4314
2023-06-21,4208
2023-06-22,4280
2023-06-23,4400
2023-06-24,4414
2023-06-25,4348
2023-06-26,4372
2023-06-27,4395
2023-06-28,4146
2023-06-29,4273
2023-06-30,4348
2023-07-01,4308
2023-07-02,4320
2023-07-03,4238
2023-07-04,4177
2023-07-05,4347
2023-07-06,4329
2023-07-07,4402
2023-07-08,4343
2023-07-09,4361
2023-07-10,4378
2023-07-11,4152
2023-07-12,4351
2023-07-13,4221
2023-07-14,4231
2023-07-15,4420
2023-07-16,4363
2023-07-17,4376
2023-07-18,4186
2023-07-19,4120
2023-07-20,4291
2023-07-21,4230
2023-07-22,4224
2023-07-23,4378
2023-07-24,4229
2023-07-25,4155
2023-07-26,4211
2023-07-27,4143
2023-07-28,4120
2023-07-29,4102
2023-07-30,4141
2023-07-31,4018
2023-08-01,4100
2023-08-02,4055
2023-08-03,3998
2023-08-04,4071
2023-08-05,4061
2023-08-06,4321
2023-08-07,3920
2023-08-08,4049
2023-08-09,4004
2023-08-10,4052
2023-08-11,3893
2023-08-12,4038
2023-08-13,3995
2023-08-14,4004
2023-08-15,3929
2023-08-16,3916
2023-08-17,3907
2023-08-18,3973
2023-08-19,4016
2023-08-20,4041
2023-08-21,4040
2023-08-22,3996
2023-08-23,3991
2023-08-24,4051
2023-08-25,3840
2023-08-26,3978
2023-08-27,3939
2023-08-28,4011
2023-08-29,3889
2023-08-30,3953
2023-08-31,3959
2023-09-01,3944
2023-09-02,3985
2023-09-03,3986
2023-09-04,4101
2023-09-05,3929
2023-09-06,3912
2023-09-07,3783
2023-09-08,3916
2023-09-09,3944
2023-09-10,3815
2023-09-11,3953
2023-09-12,3920
2023-09-13,3906
2023-09-14,3912
2023-09-15,3841
2023-09-16,3940
2023-09-17,4047
2023-09-18,4014
2023-09-19,3943
2023-09-20,3791
2023-09-21,3858
2023-09-22,4052
2023-09-23,4080
2023-09-24,4252
2023-09-25,4261
2023-09-26,4217
2023-09-27,4197
2023-09-28,3981
2023-09-29,3858
2023-09-30,3966
2023-10-01,4035
2023-10-02,4088
2023-10-03,3902
2023-10-04,3947
2023-10-05,3934
2023-10-06,4060
2023-10-07,4032
2023-10-08,3958
2023-10-09,3953
2023-10-10,3854
2023-10-11,3865
2023-10-12,3936
2023-10-13,3785
2023-10-14,3810
2023-10-15,3966
2023-10-16,3953
2023-10-17,3829
2023-10-18,3845
2023-10-19,3702
2023-10-20,3860
2023-10-21,3667
2023-10-22,3988
2023-10-23,4099
2023-10-24,4054
2023-10-25,3933
2023-10-26,3980
2023-10-27,3792
2023-10-28,4048
2023-10-29,3982
2023-10-30,3960
2023-10-31,3960
2023-11-01,3924
2023-11-02,3751
2023-11-03,3814
2023-11-04,3809
2023-11-05,3845
2023-11-06,3930
2023-11-07,3724
2023-11-08,3899
2023-11-09,3879
2023-11-10,3942
2023-11-11,4205
2023-11-12,4403
2023-11-13,4443
2023-11-14,4437
2023-11-15,4540
2023-11-16,4401
2023-11-17,4588
2023-11-18,5065
2023-11-19,4815
2023-11-20,4271
2023-11-21,4163
2023-11-22,4027
2023-11-23,4091
2023-11-24,3805
2023-11-25,3865
2023-11-26,3921
2023-11-27,3959
2023-11-28,3757
2023-11-29,3735
2023-11-30,3818
2023-12-01,4045
2023-12-02,3986
2023-12-03,4046
2023-12-04,4030
2023-12-05,3824
2023-12-06,3855
2023-12-07,3856
2023-12-08,3978
2023-12-09,3965
2023-12-10,3836
2023-12-11,3932
2023-12-12,3774
2023-12-13,3811
2023-12-14,3893
2023-12-15,4041
2023-12-16,4144
2023-12-17,4140
2023-12-18,4094
2023-12-19,3855
2023-12-20,3876
2023-12-21,3827
2023-12-22,3836
2023-12-23,4131
2023-12-24,4024
2023-12-25,3982
2023-12-26,4008
2023-12-27,3790
2023-12-28,3830
2023-12-29,3849
2023-12-30,3910
2023-12-31,3815
